"filename", "language", "Dart", "comment", "blank", "total"
"c:\Users\Acer\u_teen\lib\screens\customer\profile_screen.dart", "Dart", 95, -1, 2, 96
"c:\Users\Acer\u_teen\lib\screens\seller\profile_screen.dart", "Dart", 4, 0, 0, 4
"c:\Users\Acer\u_teen\lib\utils\app_theme.dart", "Dart", 62, 0, 0, 62
"Total", "-", 161, -1, 2, 162
